No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
45,BouncyPlatform,2,55,4,-,-,-,-,-
46,BouncyPlatform,3,57,3,-,-,-,-,-
47,BouncyPlatform,-2,58,5,-,-,-,-,-
48,BouncyPlatform,-1,61,3,-,-,-,-,-
49,BouncyPlatform,2,61,4,-,-,-,-,-
50,BouncyPlatform,1,63,3,-,-,-,-,-
51,BouncyPlatform,-2,64,4,-,-,-,-,-
52,BouncyPlatform,-1,65,3,-,-,-,-,-
53,BouncyPlatform,1,66,3,-,-,-,-,-
54,BouncyPlatform,0,67,4,-,-,-,-,-
55,BouncyPlatform,2,67,4,-,-,-,-,-
56,BouncyPlatform,-1,69,3,-,-,-,-,-
57,BouncyPlatform,3,70,5,-,-,-,-,-
58,BouncyPlatform,-2,71,3,-,-,-,-,-
59,BouncyPlatform,0,72,5,-,-,-,-,-
60,BouncyPlatform,-1,73,4,-,-,-,-,-
61,BouncyPlatform,2,74,4,-,-,-,-,-
62,BouncyPlatform,-2,75,3,-,-,-,-,-
63,BouncyPlatform,1,75,4,-,-,-,-,-
64,BouncyPlatform,3,77,4,-,-,-,-,-
65,BouncyPlatform,2,80,5,-,-,-,-,-
66,BouncyPlatform,-1,81,4,-,-,-,-,-
67,BouncyPlatform,1,81,4,-,-,-,-,-
68,BouncyPlatform,-2,84,3,-,-,-,-,-
69,BouncyPlatform,3,84,4,-,-,-,-,-
70,BouncyPlatform,0,85,4,-,-,-,-,-
71,BouncyPlatform,-1,87,3,-,-,-,-,-
72,BouncyPlatform,2,87,4,-,-,-,-,-
73,BouncyPlatform,1,89,3,-,-,-,-,-
74,BouncyPlatform,3,90,4,-,-,-,-,-
75,BouncyPlatform,-2,91,4,-,-,-,-,-
76,BouncyPlatform,0,91,4,-,-,-,-,-
77,BouncyPlatform,-1,93,3,-,-,-,-,-
78,BouncyPlatform,2,94,4,-,-,-,-,-
79,BouncyPlatform,1,95,4,-,-,-,-,-
80,BouncyPlatform,-2,96,4,-,-,-,-,-
81,BouncyPlatform,-1,98,4,-,-,-,-,-
82,BouncyPlatform,2,99,4,-,-,-,-,-
83,BouncyPlatform,1,100,3,-,-,-,-,-
84,BouncyPlatform,-2,101,4,-,-,-,-,-
85,BouncyPlatform,0,101,4,-,-,-,-,-
86,BouncyPlatform,3,102,4,-,-,-,-,-
87,BouncyPlatform,1,104,4,-,-,-,-,-
88,BouncyPlatform,-1,105,4,-,-,-,-,-
89,BouncyPlatform,2,105,5,-,-,-,-,-
90,BouncyPlatform,3,108,4,-,-,-,-,-
91,BouncyPlatform,3,112,4,-,-,-,-,-
92,BouncyPlatform,2,113,3,-,-,-,-,-
93,BouncyPlatform,1,114,3,-,-,-,-,-
94,BouncyPlatform,2,115,4,-,-,-,-,-
95,BouncyPlatform,-2,12,4,0,2,2,-,-
96,BouncyPlatform,0,24,4,0,2,2,-,-
97,BouncyPlatform,-1,47,4,0,2,2,-,-
98,BouncyPlatform,-1,54,4,0,2,2,-,-
99,BouncyPlatform,-1,77,4,0,2,2,-,-
100,BouncyPlatform,-1,108,4,0,2,2,-,-
101,BouncyPlatform,-2,115,4,0,2,2,-,-
102,CrackPlatform,0,18,,,,,,
103,CrackPlatform,0,43,,,,,,
104,CrackPlatform,-1,63,,,,,,
105,CrackPlatform,3,63,,,,,,
106,CrackPlatform,1,72,,,,,,
107,CrackPlatform,-2,89,,,,,,
108,CrackPlatform,2,91,,,,,,
109,RandomSpawner,2,32,PinWheel,-,SpiderWeb,-,0,
110,RandomSpawner,2,33,PinWheel,-,SpiderWeb,-,0,
111,RandomSpawner,0,34,PinWheel,-,SpiderWeb,-,0,
112,RandomSpawner,-2,77,PinWheel,-,SpiderWeb,-,1,
113,RandomSpawner,3,79,PinWheel,-,SpiderWeb,-,1,
114,RandomSpawner,-2,80,PinWheel,-,SpiderWeb,-,1,
115,RandomSpawner,3,91,PinWheel,-,SpiderWeb,-,2,
116,RandomSpawner,-2,92,PinWheel,-,SpiderWeb,-,2,
117,RandomSpawner,0,92,PinWheel,-,SpiderWeb,-,2,
118,Rocket,0,58,,,,,,
119,Magnet,-2,46,,,,,,
120,Magnet,0,86,,,,,,
121,ItemBox,1,32,,,,,,
122,ItemBox,2,75,,,,,,
123,ItemBox,2,106,,,,,,
124,Crow,-2,83,,,,,,
