No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
76,BouncyPlatform,2,90,4,-,-,-,-,-
77,BouncyPlatform,-1,92,4,-,-,-,-,-
78,BouncyPlatform,1,94,4,-,-,-,-,-
79,BouncyPlatform,0,96,3,-,-,-,-,-
80,CrackPlatform,2,9,,,,,,
81,CrackPlatform,-2,14,,,,,,
82,CrackPlatform,1,25,,,,,,
83,CrackPlatform,1,38,,,,,,
84,CrackPlatform,-2,53,,,,,,
85,CrackPlatform,-2,67,,,,,,
86,CrackPlatform,0,81,,,,,,
87,RandomSpawner,-2,10,PinWheel,-,SpiderWeb,-,0,
88,RandomSpawner,-2,11,PinWheel,-,SpiderWeb,-,0,
89,RandomSpawner,0,11,PinWheel,-,SpiderWeb,-,0,
90,RandomSpawner,1,31,PinWheel,-,SpiderWeb,-,1,
91,RandomSpawner,0,32,PinWheel,-,SpiderWeb,-,1,
92,RandomSpawner,1,32,PinWheel,-,SpiderWeb,-,1,
93,RandomSpawner,-1,55,PinWheel,-,SpiderWeb,-,2,
94,RandomSpawner,2,55,PinWheel,-,SpiderWeb,-,2,
95,RandomSpawner,-1,56,PinWheel,-,SpiderWeb,-,2,
96,Rocket,-1,70,,,,,,
97,Magnet,3,45,,,,,,
98,Magnet,-1,13,,,,,,
99,ItemBox,2,78,,,,,,
100,ItemBox,1,57,,,,,,
101,ItemBox,0,30,,,,,,
102,Bee,3,85,,,,,,
103,Bee,3,74,,,,,,
104,Bee,-2,49,,,,,,
105,Bee,-2,24,,,,,,
106,Bee,-2,24,,,,,,
