No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
95,RandomSpawner,-2,73,PinWheel,-,SpiderWeb,-,0,
96,RandomSpawner,0,72,PinWheel,-,SpiderWeb,-,0,
97,RandomSpawner,0,40,PinWheel,-,SpiderWeb,-,1,
98,RandomSpawner,2,40,PinWheel,-,SpiderWeb,-,1,
99,RandomSpawner,2,39,PinWheel,-,SpiderWeb,-,1,
100,RandomSpawner,2,16,PinWheel,-,SpiderWeb,-,2,
101,RandomSpawner,2,15,PinWheel,-,SpiderWeb,-,2,
102,RandomSpawner,0,15,PinWheel,-,SpiderWeb,-,2,
103,Rocket,-2,57,,,,,,
104,Magnet,-2,80,,,,,,
105,Magnet,0,37,,,,,,
106,ItemBox,-1,96,,,,,,
107,ItemBox,-1,70,,,,,,
108,ItemBox,-1,27,,,,,,
109,Cannibalism,0,86,,,,,,
110,Cannibalism,1,58,,,,,,
111,Cannibalism,0,50,,,,,,
112,Cannibalism,3,24,,,,,,
113,Cannibalism,-1,61,,,,,,
114,Cannibalism,1,58,,,,,,
115,Cannibalism,0,50,,,,,,
116,Cannibalism,3,43,,,,,,
117,Cannibalism,0,40,,,,,,
118,Cannibalism,-2,32,,,,,,
119,Cannibalism,0,25,,,,,,
120,Cannibalism,3,13,,,,,,
