No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
76,BouncyPlatform,1,82,4,-,-,-,-,-
77,BouncyPlatform,3,82,4,-,-,-,-,-
78,BouncyPlatform,-2,84,4,-,-,-,-,-
79,BouncyPlatform,2,86,4,-,-,-,-,-
80,BouncyPlatform,-1,87,4,-,-,-,-,-
81,BouncyPlatform,0,89,3,-,-,-,-,-
82,BouncyPlatform,-2,90,3,-,-,-,-,-
83,BouncyPlatform,1,90,3,-,-,-,-,-
84,BouncyPlatform,3,90,4,-,-,-,-,-
85,BouncyPlatform,2,91,4,-,-,-,-,-
86,BouncyPlatform,-1,93,3,-,-,-,-,-
87,BouncyPlatform,-2,94,3,-,-,-,-,-
88,BouncyPlatform,3,95,3,-,-,-,-,-
89,BouncyPlatform,-1,97,3,-,-,-,-,-
90,BouncyPlatform,2,97,3,-,-,-,-,-
91,CrackPlatform,-2,4,,,,,,
92,CrackPlatform,-2,19,,,,,,
93,CrackPlatform,2,36,,,,,,
94,CrackPlatform,2,48,,,,,,
95,CrackPlatform,-2,51,,,,,,
96,CrackPlatform,3,58,,,,,,
97,CrackPlatform,2,65,,,,,,
98,CrackPlatform,0,78,,,,,,
99,CrackPlatform,3,80,,,,,,
100,CrackPlatform,0,95,,,,,,
101,RandomSpawner,3,8,PinWheel,-,SpiderWeb,-,0,
102,RandomSpawner,3,9,PinWheel,-,SpiderWeb,-,0,
103,RandomSpawner,-2,10,PinWheel,-,SpiderWeb,-,0,
104,RandomSpawner,0,31,PinWheel,-,SpiderWeb,-,1,
105,RandomSpawner,2,31,PinWheel,-,SpiderWeb,-,1,
106,RandomSpawner,2,32,PinWheel,-,SpiderWeb,-,1,
107,RandomSpawner,-2,70,PinWheel,-,SpiderWeb,-,2,
108,RandomSpawner,1,70,PinWheel,-,SpiderWeb,-,2,
109,RandomSpawner,-2,71,PinWheel,-,SpiderWeb,-,2,
110,Rocket,-1,46,,,,,,
111,Magnet,-2,62,,,,,,
112,Magnet,2,14,,,,,,
113,ItemBox,1,29,,,,,,
114,ItemBox,0,74,,,,,,
115,ItemBox,-2,91,,,,,,
116,Bee,-2,89,,,,,,
