No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
45,BouncyPlatform,2,73,4,-,-,-,-,-
46,BouncyPlatform,3,76,4,-,-,-,-,-
47,BouncyPlatform,-1,77,5,-,-,-,-,-
48,BouncyPlatform,2,80,4,-,-,-,-,-
49,BouncyPlatform,0,82,4,-,-,-,-,-
50,BouncyPlatform,2,89,5,-,-,-,-,-
51,BouncyPlatform,1,93,4,-,-,-,-,-
52,BouncyPlatform,0,96,3,-,-,-,-,-
53,BouncyPlatform,2,96,4,-,-,-,-,-
54,BouncyPlatform,2,103,5,-,-,-,-,-
55,BouncyPlatform,1,104,4,-,-,-,-,-
56,BouncyPlatform,-1,106,4,-,-,-,-,-
57,BouncyPlatform,-2,107,3,-,-,-,-,-
58,BouncyPlatform,3,108,4,-,-,-,-,-
59,BouncyPlatform,0,109,5,-,-,-,-,-
60,BouncyPlatform,-1,110,4,-,-,-,-,-
61,BouncyPlatform,0,73,5,-,-,-,-,-
62,BouncyPlatform,2,45,4,-,-,-,-,-
63,BouncyPlatform,1,29,3,-,-,-,-,-
64,BouncyPlatform,0,26,4,-,-,-,-,-
65,BouncyPlatform,1,24,4,-,-,-,-,-
66,BouncyPlatform,-1,51,3,-,-,-,-,-
67,BouncyPlatform,1,60,4,-,-,-,-,-
68,BouncyPlatform,1,63,4,-,-,-,-,-
69,BouncyPlatform,1,77,4,-,-,-,-,-
70,BouncyPlatform,0,79,3,-,-,-,-,-
71,BouncyPlatform,-1,75,5,-,-,-,-,-
72,BouncyPlatform,-2,89,5,-,-,-,-,-
73,BouncyPlatform,0,90,5,-,-,-,-,-
74,BouncyPlatform,-1,94,4,-,-,-,-,-
75,BouncyPlatform,-2,7,4,0,2,2,-,-
76,BouncyPlatform,1,10,4,0,2,2,-,-
77,BouncyPlatform,-2,23,4,0,2,2,-,-
78,BouncyPlatform,-1,32,4,0,2,2,-,-
79,BouncyPlatform,0,41,4,0,2,2,-,-
80,BouncyPlatform,-2,53,4,0,2,2,-,-
81,BouncyPlatform,-1,69,4,0,2,2,-,-
82,BouncyPlatform,1,84,4,0,2,2,-,-
83,BouncyPlatform,-2,98,4,0,2,2,-,-
84,BouncyPlatform,0,100,4,0,2,2,-,-
85,BouncyPlatform,1,112,4,0,2,2,-,-
86,BouncyPlatform,-2,114,4,0,1,2,-,-
87,BouncyPlatform,2,116,4,0,1,2,-,-
88,CrackPlatform,3,4,,,,,,
89,CrackPlatform,-1,26,,,,,,
90,CrackPlatform,2,48,,,,,,
91,CrackPlatform,-1,72,,,,,,
92,CrackPlatform,0,77,,,,,,
93,CrackPlatform,-2,80,,,,,,
94,CrackPlatform,3,89,,,,,,
95,RandomSpawner,0,39,PinWheel,-,SpiderWeb,-,0,
96,RandomSpawner,-2,40,PinWheel,-,SpiderWeb,-,0,
97,RandomSpawner,-2,41,PinWheel,-,SpiderWeb,-,0,
98,RandomSpawner,3,62,PinWheel,-,SpiderWeb,-,1,
99,RandomSpawner,3,63,PinWheel,-,SpiderWeb,-,1,
100,RandomSpawner,1,64,PinWheel,-,SpiderWeb,-,1,
101,RandomSpawner,3,72,PinWheel,-,SpiderWeb,-,2,
102,RandomSpawner,-1,78,PinWheel,-,SpiderWeb,-,2,
103,RandomSpawner,1,78,PinWheel,-,SpiderWeb,-,2,
104,Rocket,0,57,,,,,,
105,Magnet,0,33,,,,,,
106,Magnet,-1,99,,,,,,
107,ItemBox,-1,36,,,,,,
108,ItemBox,0,74,,,,,,
109,ItemBox,1,108,,,,,,
110,Crow,3,19,,,,,,
111,Crow,-2,94,,,,,,
