No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
45,BouncyPlatform,2,65,3,-,-,-,-,-
46,BouncyPlatform,3,67,3,-,-,-,-,-
47,BouncyPlatform,-1,69,4,-,-,-,-,-
48,BouncyPlatform,1,69,4,-,-,-,-,-
49,BouncyPlatform,-2,70,3,-,-,-,-,-
50,BouncyPlatform,2,71,4,-,-,-,-,-
51,BouncyPlatform,0,73,5,-,-,-,-,-
52,BouncyPlatform,3,75,4,-,-,-,-,-
53,BouncyPlatform,1,77,4,-,-,-,-,-
54,BouncyPlatform,-1,79,4,-,-,-,-,-
55,BouncyPlatform,2,79,4,-,-,-,-,-
56,BouncyPlatform,0,81,4,-,-,-,-,-
57,BouncyPlatform,1,82,4,-,-,-,-,-
58,BouncyPlatform,-2,83,4,-,-,-,-,-
59,BouncyPlatform,3,83,4,-,-,-,-,-
60,BouncyPlatform,1,85,4,-,-,-,-,-
61,BouncyPlatform,-1,87,5,-,-,-,-,-
62,BouncyPlatform,2,87,4,-,-,-,-,-
63,BouncyPlatform,-2,90,4,-,-,-,-,-
64,BouncyPlatform,1,91,4,-,-,-,-,-
65,BouncyPlatform,0,92,5,-,-,-,-,-
66,BouncyPlatform,-1,93,3,-,-,-,-,-
67,BouncyPlatform,2,93,5,-,-,-,-,-
68,BouncyPlatform,0,95,4,-,-,-,-,-
69,BouncyPlatform,-1,96,5,-,-,-,-,-
70,BouncyPlatform,3,96,4,-,-,-,-,-
71,BouncyPlatform,1,97,4,-,-,-,-,-
72,BouncyPlatform,2,99,4,-,-,-,-,-
73,BouncyPlatform,-2,100,4,-,-,-,-,-
74,BouncyPlatform,3,101,5,-,-,-,-,-
75,BouncyPlatform,-2,104,4,-,-,-,-,-
76,BouncyPlatform,-1,108,4,-,-,-,-,-
77,BouncyPlatform,2,109,4,-,-,-,-,-
78,BouncyPlatform,0,12,4,0,2,2,-,-
79,BouncyPlatform,-2,24,4,0,2,2,-,-
80,BouncyPlatform,-2,31,4,0,1,2,-,-
81,BouncyPlatform,0,40,4,0,2,2,-,-
82,BouncyPlatform,-1,52,4,0,2,2,-,-
83,BouncyPlatform,1,56,4,0,2,2,-,-
84,BouncyPlatform,-2,65,4,0,2,2,-,-
85,BouncyPlatform,-1,101,4,0,1,2,-,-
86,BouncyPlatform,2,105,4,0,1,2,-,-
87,BouncyPlatform,0,107,4,0,1,2,-,-
88,BouncyPlatform,0,112,4,0,1,2,-,-
89,BouncyPlatform,1,115,4,0,1,2,-,-
90,BouncyPlatform,-2,116,4,0,1,2,-,-
91,CrackPlatform,3,10,,,,,,
92,CrackPlatform,-2,35,,,,,,
93,CrackPlatform,-2,43,,,,,,
94,RandomSpawner,3,7,PinWheel,-,SpiderWeb,-,0,
95,RandomSpawner,-1,8,PinWheel,-,SpiderWeb,-,0,
96,RandomSpawner,2,10,PinWheel,-,SpiderWeb,-,0,
97,RandomSpawner,2,25,PinWheel,-,SpiderWeb,-,1,
98,RandomSpawner,-1,26,PinWheel,-,SpiderWeb,-,1,
99,RandomSpawner,3,28,PinWheel,-,SpiderWeb,-,1,
100,RandomSpawner,1,83,PinWheel,-,SpiderWeb,-,2,
101,RandomSpawner,3,84,PinWheel,-,SpiderWeb,-,2,
102,RandomSpawner,1,86,PinWheel,-,SpiderWeb,-,2,
103,Rocket,-1,60,,,,,,
104,Magnet,-1,49,,,,,,
105,Magnet,3,87,,,,,,
106,ItemBox,0,37,,,,,,
107,ItemBox,-2,73,,,,,,
108,ItemBox,0,109,,,,,,
109,Crow,-2,20,,,,,,
110,Crow,3,34,,,,,,
111,Crow,3,62,,,,,,
112,Crow,3,95,,,,,,
