No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
98,RandomSpawner,3,7,PinWheel,-,SpiderWeb,-,2,
99,Rocket,-1,61,,,,,,
100,Magnet,-2,73,,,,,,
101,Magnet,0,23,,,,,,
102,ItemBox,-1,79,,,,,,
103,ItemBox,1,45,,,,,,
104,ItemBox,1,38,,,,,,
105,Cannibalism,-2,92,,,,,,
106,Cannibalism,2,91,,,,,,
107,Cannibalism,1,88,,,,,,
108,Cannibalism,0,69,,,,,,
109,Cannibalism,3,62,,,,,,
110,Cannibalism,1,56,,,,,,
111,Cannibalism,3,42,,,,,,
112,Cannibalism,0,35,,,,,,
113,Cannibalism,-1,25,,,,,,
114,Cannibalism,-2,21,,,,,,
115,Cannibalism,3,20,,,,,,
116,Cannibalism,1,12,,,,,,
117,Cannibalism,-2,11,,,,,,
118,Cannibalism,-1,25,,,,,,
119,Cannibalism,-2,21,,,,,,
120,Cannibalism,3,20,,,,,,
121,Cannibalism,1,12,,,,,,
122,Cannibalism,-2,11,,,,,,
