No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
45,BouncyPlatform,-1,77,5,-,-,-,-,-
46,BouncyPlatform,2,80,4,-,-,-,-,-
47,BouncyPlatform,0,82,4,-,-,-,-,-
48,BouncyPlatform,2,89,5,-,-,-,-,-
49,BouncyPlatform,1,93,4,-,-,-,-,-
50,BouncyPlatform,0,96,3,-,-,-,-,-
51,BouncyPlatform,2,96,4,-,-,-,-,-
52,BouncyPlatform,2,103,5,-,-,-,-,-
53,BouncyPlatform,1,104,4,-,-,-,-,-
54,BouncyPlatform,-1,106,4,-,-,-,-,-
55,BouncyPlatform,-2,107,3,-,-,-,-,-
56,BouncyPlatform,3,108,4,-,-,-,-,-
57,BouncyPlatform,0,109,5,-,-,-,-,-
58,BouncyPlatform,-1,110,4,-,-,-,-,-
59,BouncyPlatform,0,73,5,-,-,-,-,-
60,BouncyPlatform,2,45,4,-,-,-,-,-
61,BouncyPlatform,1,29,3,-,-,-,-,-
62,BouncyPlatform,0,26,4,-,-,-,-,-
63,BouncyPlatform,1,24,4,-,-,-,-,-
64,BouncyPlatform,-2,7,4,-,2,3,-,-
65,BouncyPlatform,1,10,4,-,2,3,-,-
66,BouncyPlatform,-2,23,4,-,2,3,-,-
67,BouncyPlatform,-1,32,4,-,2,3,-,-
68,BouncyPlatform,0,41,4,-,2,3,-,-
69,BouncyPlatform,-2,53,4,-,2,3,-,-
70,BouncyPlatform,-1,69,4,-,2,3,-,-
71,BouncyPlatform,1,84,4,-,2,3,-,-
72,BouncyPlatform,-2,98,4,-,2,3,-,-
73,BouncyPlatform,0,100,4,-,2,3,-,-
74,BouncyPlatform,1,112,4,-,2,3,-,-
75,BouncyPlatform,-2,114,4,-,1,3,-,-
76,BouncyPlatform,2,116,4,-,1,3,-,-
77,CrackPlatform,3,4,,,,,,
78,CrackPlatform,-1,26,,,,,,
79,CrackPlatform,2,48,,,,,,
80,CrackPlatform,-1,72,,,,,,
81,CrackPlatform,0,77,,,,,,
82,CrackPlatform,-2,80,,,,,,
83,CrackPlatform,3,89,,,,,,
84,RandomSpawner,0,14,PinWheel,-,SpiderWeb,-,0,
85,RandomSpawner,0,15,PinWheel,-,SpiderWeb,-,0,
86,RandomSpawner,2,18,PinWheel,-,SpiderWeb,-,0,
87,RandomSpawner,2,23,PinWheel,-,SpiderWeb,-,1,
88,RandomSpawner,2,24,PinWheel,-,SpiderWeb,-,1,
89,RandomSpawner,2,25,PinWheel,-,SpiderWeb,-,1,
90,RandomSpawner,0,39,PinWheel,-,SpiderWeb,-,2,
91,RandomSpawner,-2,40,PinWheel,-,SpiderWeb,-,2,
92,RandomSpawner,-2,41,PinWheel,-,SpiderWeb,-,2,
93,RandomSpawner,1,57,PinWheel,-,SpiderWeb,-,3,
94,RandomSpawner,-2,58,PinWheel,-,SpiderWeb,-,3,
95,RandomSpawner,-1,62,PinWheel,-,SpiderWeb,-,3,
96,RandomSpawner,-2,70,PinWheel,-,SpiderWeb,-,4,
97,RandomSpawner,3,72,PinWheel,-,SpiderWeb,-,4,
98,RandomSpawner,1,76,PinWheel,-,SpiderWeb,-,4,
99,Rocket,0,57,,,,,,
100,Magnet,0,33,,,,,,
101,Magnet,-1,99,,,,,,
102,ItemBox,1,16,,,,,,
103,ItemBox,-1,38,,,,,,
104,ItemBox,1,108,,,,,,
105,Crow,3,19,,,,,,
106,Crow,-2,34,,,,,,
107,Crow,-2,49,,,,,,
108,Crow,-2,64,,,,,,
109,Crow,3,79,,,,,,
110,Crow,-2,94,,,,,,
111,Crow,-2,109,,,,,,
