No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
95,RandomSpawner,2,38,PinWheel,-,SpiderWeb,-,1,
96,RandomSpawner,-2,30,PinWheel,-,SpiderWeb,-,2,
97,RandomSpawner,-2,29,PinWheel,-,SpiderWeb,-,2,
98,RandomSpawner,0,29,PinWheel,-,SpiderWeb,-,2,
99,RandomSpawner,1,16,PinWheel,-,SpiderWeb,-,3,
100,RandomSpawner,1,15,PinWheel,-,SpiderWeb,-,3,
101,RandomSpawner,2,15,PinWheel,-,SpiderWeb,-,3,
102,Rocket,-2,57,,,,,,
103,Magnet,-2,80,,,,,,
104,Magnet,0,37,,,,,,
105,ItemBox,-1,96,,,,,,
106,ItemBox,-1,69,,,,,,
107,ItemBox,-1,27,,,,,,
108,Cannibalism,1,87,,,,,,
109,Cannibalism,0,86,,,,,,
110,Cannibalism,0,80,,,,,,
111,Cannibalism,0,71,,,,,,
112,Cannibalism,3,68,,,,,,
113,Cannibalism,-1,61,,,,,,
114,Cannibalism,1,58,,,,,,
115,Cannibalism,0,50,,,,,,
116,Cannibalism,3,43,,,,,,
117,Cannibalism,0,40,,,,,,
118,Cannibalism,-2,32,,,,,,
119,Cannibalism,0,25,,,,,,
120,Cannibalism,3,13,,,,,,
