No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
47,BouncyPlatform,3,107,4,-,-,-,-,-
48,BouncyPlatform,-1,111,5,-,-,-,-,-
49,BouncyPlatform,1,115,5,-,-,-,-,-
50,BouncyPlatform,-2,116,4,-,-,-,-,-
51,BouncyPlatform,3,116,3,-,-,-,-,-
52,BouncyPlatform,0,123,5,-,-,-,-,-
53,BouncyPlatform,3,125,3,-,-,-,-,-
54,BouncyPlatform,-2,128,3,-,-,-,-,-
55,BouncyPlatform,-1,136,3,-,-,-,-,-
56,BouncyPlatform,-2,138,3,-,-,-,-,-
57,BouncyPlatform,0,138,4,-,-,-,-,-
58,BouncyPlatform,3,138,4,-,-,-,-,-
59,BouncyPlatform,-1,141,5,-,-,-,-,-
60,BouncyPlatform,-1,146,4,-,-,-,-,-
61,BouncyPlatform,-1,22,4,2,0,3,-,-
62,BouncyPlatform,2,54,4,2,0,3,-,-
63,BouncyPlatform,0,62,4,2,0,3,-,-
64,BouncyPlatform,-1,77,4,2,0,3,-,-
65,BouncyPlatform,3,92,4,2,0,3,-,-
66,BouncyPlatform,0,106,4,1,0,3,-,-
67,BouncyPlatform,-2,7,4,0,2,3,-,-
68,BouncyPlatform,-2,28,4,0,2,3,-,-
69,BouncyPlatform,-1,41,4,0,2,3,-,-
70,BouncyPlatform,-2,69,4,0,2,3,-,-
71,BouncyPlatform,0,73,4,0,2,3,-,-
72,BouncyPlatform,0,80,4,0,2,3,-,-
73,BouncyPlatform,1,88,4,0,2,3,-,-
74,BouncyPlatform,1,98,4,0,2,3,-,-
75,BouncyPlatform,1,111,4,0,1,3,-,-
76,BouncyPlatform,-1,119,4,0,1,3,-,-
77,BouncyPlatform,1,128,4,0,1,3,-,-
78,BouncyPlatform,-1,131,4,0,1,3,-,-
79,BouncyPlatform,1,134,4,0,1,3,-,-
80,BouncyPlatform,1,142,4,0,1,3,-,-
81,CrackPlatform,1,7,,,,,,
82,CrackPlatform,-2,22,,,,,,
83,CrackPlatform,0,38,,,,,,
84,CrackPlatform,2,38,,,,,,
85,CrackPlatform,-2,46,,,,,,
86,CrackPlatform,-1,49,,,,,,
87,CrackPlatform,-2,57,,,,,,
88,CrackPlatform,-2,73,,,,,,
89,CrackPlatform,-1,83,,,,,,
90,CrackPlatform,-1,90,,,,,,
91,CrackPlatform,0,95,,,,,,
92,CrackPlatform,3,117,,,,,,
93,RandomSpawner,-2,17,PinWheel,-,SpiderWeb,-,0,
94,RandomSpawner,0,18,PinWheel,-,SpiderWeb,-,0,
95,RandomSpawner,3,22,PinWheel,-,SpiderWeb,-,0,
96,RandomSpawner,3,36,PinWheel,-,SpiderWeb,-,1,
97,RandomSpawner,0,37,PinWheel,-,SpiderWeb,-,1,
98,RandomSpawner,1,39,PinWheel,-,SpiderWeb,-,1,
99,RandomSpawner,-1,50,PinWheel,-,SpiderWeb,-,2,
100,RandomSpawner,0,61,PinWheel,-,SpiderWeb,-,2,
101,RandomSpawner,3,61,PinWheel,-,SpiderWeb,-,2,
102,RandomSpawner,0,71,PinWheel,-,SpiderWeb,-,3,
103,RandomSpawner,1,71,PinWheel,-,SpiderWeb,-,3,
104,RandomSpawner,2,71,PinWheel,-,SpiderWeb,-,3,
105,RandomSpawner,2,86,PinWheel,-,SpiderWeb,-,4,
106,RandomSpawner,3,86,PinWheel,-,SpiderWeb,-,4,
107,RandomSpawner,-2,88,PinWheel,-,SpiderWeb,-,4,
108,RandomSpawner,1,97,PinWheel,-,SpiderWeb,-,5,
109,RandomSpawner,-2,104,PinWheel,-,SpiderWeb,-,5,
110,RandomSpawner,1,107,PinWheel,-,SpiderWeb,-,5,
111,RandomSpawner,0,118,PinWheel,-,SpiderWeb,-,6,
112,RandomSpawner,-2,121,PinWheel,-,SpiderWeb,-,6,
113,RandomSpawner,2,121,PinWheel,-,SpiderWeb,-,6,
114,RandomSpawner,2,127,PinWheel,-,SpiderWeb,-,7,
115,RandomSpawner,-1,130,PinWheel,-,SpiderWeb,-,7,
116,RandomSpawner,2,133,PinWheel,-,SpiderWeb,-,7,
117,RandomSpawner,-2,145,PinWheel,-,SpiderWeb,-,8,
118,RandomSpawner,-1,145,PinWheel,-,SpiderWeb,-,8,
119,RandomSpawner,2,145,PinWheel,-,SpiderWeb,-,8,
120,Rocket,1,68,,,,,,
121,Rocket,0,115,,,,,,
122,Magnet,1,37,,,,,,
123,Magnet,0,98,,,,,,
124,ItemBox,3,51,,,,,,
125,ItemBox,-2,93,,,,,,
126,ItemBox,3,118,,,,,,
