No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
58,BouncyPlatform,-1,101,4,0,2,3,-,-
59,BouncyPlatform,-2,109,4,0,2,3,-,-
60,BouncyPlatform,1,111,4,0,2,3,-,-
61,BouncyPlatform,0,126,4,0,2,3,-,-
62,BouncyPlatform,-2,134,4,0,1,3,-,-
63,BouncyPlatform,0,137,4,0,2,3,-,-
64,BouncyPlatform,1,145,4,0,1,3,-,-
65,CrackPlatform,-1,7,,,,,,
66,CrackPlatform,1,7,,,,,,
67,CrackPlatform,-2,11,,,,,,
68,CrackPlatform,-1,34,,,,,,
69,CrackPlatform,-2,59,,,,,,
70,CrackPlatform,0,67,,,,,,
71,CrackPlatform,-1,82,,,,,,
72,CrackPlatform,-2,89,,,,,,
73,CrackPlatform,-2,95,,,,,,
74,CrackPlatform,3,103,,,,,,
75,CrackPlatform,2,105,,,,,,
76,CrackPlatform,0,116,,,,,,
77,CrackPlatform,3,121,,,,,,
78,CrackPlatform,0,134,,,,,,
79,CrackPlatform,-1,145,,,,,,
80,RandomSpawner,2,14,PinWheel,-,SpiderWeb,-,0,
81,RandomSpawner,2,16,PinWheel,-,SpiderWeb,-,0,
82,RandomSpawner,3,16,PinWheel,-,SpiderWeb,-,0,
83,RandomSpawner,2,24,PinWheel,-,SpiderWeb,-,1,
84,RandomSpawner,0,26,PinWheel,-,SpiderWeb,-,1,
85,RandomSpawner,1,31,PinWheel,-,SpiderWeb,-,1,
86,RandomSpawner,-1,43,PinWheel,-,SpiderWeb,-,2,
87,RandomSpawner,-1,44,PinWheel,-,SpiderWeb,-,2,
88,RandomSpawner,0,48,PinWheel,-,SpiderWeb,-,2,
89,RandomSpawner,-2,55,PinWheel,-,SpiderWeb,-,3,
90,RandomSpawner,0,59,PinWheel,-,SpiderWeb,-,3,
91,RandomSpawner,-1,60,PinWheel,-,SpiderWeb,-,3,
92,RandomSpawner,2,65,PinWheel,-,SpiderWeb,-,4,
93,RandomSpawner,0,66,PinWheel,-,SpiderWeb,-,4,
94,RandomSpawner,-2,70,PinWheel,-,SpiderWeb,-,4,
95,RandomSpawner,-1,75,PinWheel,-,SpiderWeb,-,5,
96,RandomSpawner,-1,76,PinWheel,-,SpiderWeb,-,5,
97,RandomSpawner,-1,77,PinWheel,-,SpiderWeb,-,5,
98,RandomSpawner,0,89,PinWheel,-,SpiderWeb,-,6,
99,RandomSpawner,1,90,PinWheel,-,SpiderWeb,-,6,
100,RandomSpawner,2,90,PinWheel,-,SpiderWeb,-,6,
101,RandomSpawner,-2,94,PinWheel,-,SpiderWeb,-,7,
102,RandomSpawner,2,96,PinWheel,-,SpiderWeb,-,7,
103,RandomSpawner,0,99,PinWheel,-,SpiderWeb,-,7,
104,RandomSpawner,0,103,PinWheel,-,SpiderWeb,-,8,
105,RandomSpawner,1,104,PinWheel,-,SpiderWeb,-,8,
106,RandomSpawner,-2,110,PinWheel,-,SpiderWeb,-,8,
107,RandomSpawner,3,114,PinWheel,-,SpiderWeb,-,9,
108,RandomSpawner,3,115,PinWheel,-,SpiderWeb,-,9,
109,RandomSpawner,3,116,PinWheel,-,SpiderWeb,-,9,
110,RandomSpawner,-1,125,PinWheel,-,SpiderWeb,-,10,
111,RandomSpawner,-1,126,PinWheel,-,SpiderWeb,-,10,
112,RandomSpawner,-1,127,PinWheel,-,SpiderWeb,-,10,
113,RandomSpawner,3,135,PinWheel,-,SpiderWeb,-,11,
114,RandomSpawner,-2,138,PinWheel,-,SpiderWeb,-,11,
115,RandomSpawner,-2,139,PinWheel,-,SpiderWeb,-,11,
116,Rocket,1,43,,,,,,
117,Rocket,3,90,,,,,,
118,Magnet,-1,70,,,,,,
119,Magnet,-2,98,,,,,,
120,ItemBox,0,31,,,,,,
121,ItemBox,0,76,,,,,,
122,ItemBox,2,127,,,,,,
123,RandomSpawner,-1,125,PinWheel,-,SpiderWeb,-,10,
124,RandomSpawner,-1,126,PinWheel,-,SpiderWeb,-,10,
125,RandomSpawner,-1,127,PinWheel,-,SpiderWeb,-,10,
126,RandomSpawner,3,135,PinWheel,-,SpiderWeb,-,11,
127,RandomSpawner,-2,138,PinWheel,-,SpiderWeb,-,11,
128,RandomSpawner,-2,139,PinWheel,-,SpiderWeb,-,11,
129,Rocket,1,43,,,,,,
130,Rocket,3,90,,,,,,
131,Magnet,-1,70,,,,,,
132,Magnet,-2,98,,,,,,
133,ItemBox,0,31,,,,,,
134,ItemBox,0,76,,,,,,
135,ItemBox,2,127,,,,,,
