No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
66,BouncyPlatform,2,14,3,-,-,-,-,-
67,BouncyPlatform,3,13,4,-,-,-,-,-
68,BouncyPlatform,1,11,3,-,-,-,-,-
69,BouncyPlatform,2,9,3,-,-,-,-,-
70,BouncyPlatform,0,9,4,-,-,-,-,-
71,BouncyPlatform,3,7,3,-,-,-,-,-
72,BouncyPlatform,-1,6,4,-,-,-,-,-
73,BouncyPlatform,2,4,4,-,-,-,-,-
74,BouncyPlatform,0,4,3,-,-,-,-,-
75,BouncyPlatform,1,1,4,-,-,-,-,-
76,BouncyPlatform,-2,115,4,0,2,2,-,-
77,BouncyPlatform,-1,108,4,0,2,2,-,-
78,BouncyPlatform,-2,101,4,0,2,2,-,-
79,BouncyPlatform,2,99,4,0,1,2,-,-
80,BouncyPlatform,0,91,4,0,2,2,-,-
81,BouncyPlatform,-1,77,4,0,2,2,-,-
82,BouncyPlatform,-1,54,4,0,2,2,-,-
83,BouncyPlatform,1,49,4,0,2,2,-,-
84,BouncyPlatform,-1,47,4,0,2,2,-,-
85,BouncyPlatform,0,38,4,0,2,2,-,-
86,BouncyPlatform,0,24,4,0,2,2,-,-
87,BouncyPlatform,-2,12,4,0,2,2,-,-
88,CrackPlatform,-2,89,,,,,,
89,CrackPlatform,1,72,,,,,,
90,CrackPlatform,-1,63,,,,,,
91,CrackPlatform,0,43,,,,,,
92,CrackPlatform,0,18,,,,,,
93,RandomSpawner,2,79,PinWheel,-,SpiderWeb,-,0,
94,RandomSpawner,1,78,PinWheel,-,SpiderWeb,-,0,
95,RandomSpawner,3,78,PinWheel,-,SpiderWeb,-,0,
96,RandomSpawner,2,62,PinWheel,-,SpiderWeb,-,1,
97,RandomSpawner,-2,59,PinWheel,-,SpiderWeb,-,1,
98,RandomSpawner,1,50,PinWheel,-,SpiderWeb,-,1,
99,RandomSpawner,-1,41,PinWheel,-,SpiderWeb,-,2,
100,RandomSpawner,0,40,PinWheel,-,SpiderWeb,-,2,
101,RandomSpawner,0,39,PinWheel,-,SpiderWeb,-,2,
102,RandomSpawner,-2,29,PinWheel,-,SpiderWeb,-,3,
103,RandomSpawner,3,27,PinWheel,-,SpiderWeb,-,3,
104,RandomSpawner,1,25,PinWheel,-,SpiderWeb,-,3,
105,RandomSpawner,1,7,PinWheel,-,SpiderWeb,-,4,
106,RandomSpawner,2,7,PinWheel,-,SpiderWeb,-,4,
107,RandomSpawner,2,6,PinWheel,-,SpiderWeb,-,4,
108,Rocket,0,58,,,,,,
109,Magnet,0,86,,,,,,
110,Magnet,-2,46,,,,,,
111,ItemBox,2,106,,,,,,
112,ItemBox,2,75,,,,,,
113,ItemBox,1,30,,,,,,
114,Crow,-2,107,,,,,,
115,Crow,3,92,,,,,,
116,Crow,-2,83,,,,,,
117,Crow,-2,62,,,,,,
118,Crow,3,41,,,,,,
119,Crow,-2,20,,,,,,
